summary_type,domain,metric,source_anchor_pct,target_anchor_pct,gap_pct,direction,pair_count,pair_label,frozen_basis,task_specific,no_svd,delta_fb_minus_ts,delta_fb_minus_nosvd
backward_gap_mean,math,selacc@10%,,,90,backward,1,,0.997403,0.998701,0.998701,-0.001298,-0.001298
backward_gap_mean,math,stop_acc,,,10,backward,9,,0.7555554444444444,0.7592593333333333,0.7537037777777778,-0.0037038888888888894,0.0018516666666666666
backward_gap_mean,math,stop_acc,,,20,backward,8,,0.751041625,0.756250125,0.748958375,-0.0052085000000000005,0.00208325
backward_gap_mean,math,stop_acc,,,30,backward,7,,0.7428572857142858,0.7535715714285713,0.7464285714285716,-0.010714285714285716,-0.0035712857142857143
backward_gap_mean,math,stop_acc,,,40,backward,6,,0.7416666666666667,0.751389,0.7416666666666667,-0.009722333333333335,0.0
backward_gap_mean,math,stop_acc,,,50,backward,5,,0.7333336,0.7533334,0.7416666000000001,-0.0199998,-0.008333
backward_gap_mean,math,stop_acc,,,60,backward,4,,0.73541675,0.75416675,0.7416665,-0.01875,-0.00624975
backward_gap_mean,math,stop_acc,,,70,backward,3,,0.7333336666666667,0.75,0.7361110000000001,-0.016666333333333335,-0.0027773333333333335
backward_gap_mean,math,stop_acc,,,80,backward,2,,0.7375,0.7416665,0.7250000000000001,-0.004166500000000001,0.0125
backward_gap_mean,math,stop_acc,,,90,backward,1,,0.733333,0.733333,0.716667,0.0,0.016666
backward_gap_mean,science,auroc,,,10,backward,9,,0.7382166666666667,0.7385333333333333,0.7407501111111111,-0.00031666666666666665,-0.0025334444444444445
backward_gap_mean,science,auroc,,,20,backward,8,,0.73551075,0.7360445,0.73695175,-0.0005337499999999999,-0.0014409999999999998
backward_gap_mean,science,auroc,,,30,backward,7,,0.7318682857142856,0.7329534285714285,0.732748,-0.001085142857142857,-0.0008797142857142858
backward_gap_mean,science,auroc,,,40,backward,6,,0.7274808333333334,0.7289846666666667,0.7279973333333333,-0.0015038333333333334,-0.0005165
backward_gap_mean,science,auroc,,,50,backward,5,,0.722092,0.7238408,0.7223886,-0.0017488,-0.00029660000000000005
backward_gap_mean,science,auroc,,,60,backward,4,,0.7146455,0.7163415,0.714693,-0.001696,-4.749999999999999e-05
backward_gap_mean,science,auroc,,,70,backward,3,,0.7043833333333334,0.7062233333333333,0.7047573333333333,-0.0018400000000000003,-0.00037399999999999993
backward_gap_mean,science,auroc,,,80,backward,2,,0.6921595,0.6936055,0.6929345,-0.001446,-0.0007750000000000001
backward_gap_mean,science,auroc,,,90,backward,1,,0.679637,0.679012,0.67899,0.000625,0.000647
backward_gap_mean,science,selacc@10%,,,10,backward,9,,0.9186707777777777,0.912781888888889,0.9120076666666667,0.0058888888888888906,0.006663111111111112
backward_gap_mean,science,selacc@10%,,,20,backward,8,,0.9129883750000001,0.907909375,0.90536875,0.005079,0.007619625
backward_gap_mean,science,selacc@10%,,,30,backward,7,,0.9086847142857143,0.9028884285714286,0.8984222857142857,0.005796285714285714,0.01026242857142857
backward_gap_mean,science,selacc@10%,,,40,backward,6,,0.9012726666666667,0.8948761666666667,0.8908811666666666,0.006396499999999999,0.0103915
backward_gap_mean,science,selacc@10%,,,50,backward,5,,0.8908398,0.8838038000000001,0.8801524000000001,0.007036000000000001,0.010687399999999998
backward_gap_mean,science,selacc@10%,,,60,backward,4,,0.8779485,0.867572,0.8642545,0.0103765,0.013694000000000001
backward_gap_mean,science,selacc@10%,,,70,backward,3,,0.8545959999999999,0.8418333333333333,0.840629,0.012762666666666665,0.013967000000000002
backward_gap_mean,science,selacc@10%,,,80,backward,2,,0.8313565,0.8043625,0.8042685,0.026993999999999997,0.027087999999999997
backward_gap_mean,science,selacc@10%,,,90,backward,1,,0.81255,0.74995,0.749187,0.0626,0.063363
backward_gap_mean,science,stop_acc,,,10,backward,9,,0.6408404444444444,0.6378204444444445,0.6429058888888889,0.00302,-0.002065444444444444
backward_gap_mean,science,stop_acc,,,20,backward,8,,0.639438875,0.6360896250000001,0.64243575,0.0033492500000000007,-0.0029968750000000004
backward_gap_mean,science,stop_acc,,,30,backward,7,,0.6354759999999999,0.6359705714285715,0.6424724285714286,-0.0004945714285714284,-0.00699642857142857
backward_gap_mean,science,stop_acc,,,40,backward,6,,0.6293373333333333,0.6332905000000001,0.6417306666666667,-0.003953166666666668,-0.012393333333333333
backward_gap_mean,science,stop_acc,,,50,backward,5,,0.6338972,0.6306666000000001,0.6447948,0.003230599999999999,-0.010897599999999999
backward_gap_mean,science,stop_acc,,,60,backward,4,,0.63823725,0.6305127500000001,0.643109,0.0077245000000000005,-0.004871750000000001
backward_gap_mean,science,stop_acc,,,70,backward,3,,0.642094,0.630128,0.640171,0.011966,0.001923
backward_gap_mean,science,stop_acc,,,80,backward,2,,0.6421795,0.6141665000000001,0.6291025,0.028013,0.013077
backward_gap_mean,science,stop_acc,,,90,backward,1,,0.647051,0.601282,0.601282,0.045769,0.045769
source_anchor_mean,math,auroc,10,,,source,9,,0.9485296666666666,0.9512072222222222,0.9523711111111111,-0.0026775555555555554,-0.0038414444444444438
source_anchor_mean,math,auroc,20,,,source,9,,0.946207888888889,0.9479766666666666,0.949240222222222,-0.0017687777777777778,-0.0030323333333333335
source_anchor_mean,math,auroc,30,,,source,9,,0.945122,0.9465274444444444,0.9476413333333333,-0.0014054444444444444,-0.0025193333333333335
source_anchor_mean,math,auroc,40,,,source,9,,0.9438888888888888,0.9456248888888888,0.9466634444444444,-0.0017360000000000001,-0.0027745555555555557
source_anchor_mean,math,auroc,50,,,source,9,,0.9428771111111112,0.9450463333333333,0.946102,-0.002169222222222222,-0.003224888888888889
source_anchor_mean,math,auroc,60,,,source,9,,0.9419596666666666,0.9446074444444444,0.9457072222222221,-0.002647777777777778,-0.0037475555555555556
source_anchor_mean,math,auroc,70,,,source,9,,0.940863,0.9442212222222222,0.9454002222222222,-0.0033582222222222225,-0.004537222222222223
source_anchor_mean,math,auroc,80,,,source,9,,0.9398903333333334,0.9439927777777777,0.9451874444444444,-0.004102444444444446,-0.005297111111111111
source_anchor_mean,math,auroc,90,,,source,9,,0.9384231111111111,0.9436617777777777,0.9448493333333333,-0.005238666666666667,-0.006426222222222223
source_anchor_mean,math,auroc,100,,,source,9,,0.9346554444444445,0.9433852222222223,0.9445506666666668,-0.008729777777777779,-0.009895222222222224
source_anchor_mean,math,selacc@10%,10,,,source,9,,0.9981240000000001,0.9979796666666666,0.9984125555555556,0.00014433333333333334,-0.00028855555555555557
source_anchor_mean,math,selacc@10%,20,,,source,9,,0.9981240000000001,0.9979796666666666,0.9984125555555556,0.00014433333333333334,-0.00028855555555555557
source_anchor_mean,math,selacc@10%,30,,,source,9,,0.9981240000000001,0.9982682222222223,0.9985567777777778,-0.0001442222222222222,-0.0004327777777777778
source_anchor_mean,math,selacc@10%,40,,,source,9,,0.9982683333333333,0.9982682222222223,0.9985567777777778,1.1111111111112585e-07,-0.0002884444444444444
source_anchor_mean,math,selacc@10%,50,,,source,9,,0.9981240000000001,0.9981238888888888,0.9984125555555556,1.1111111111112585e-07,-0.00028855555555555557
source_anchor_mean,math,selacc@10%,60,,,source,9,,0.9981239999999999,0.9979796666666666,0.9984125555555556,0.00014433333333333334,-0.00028855555555555557
source_anchor_mean,math,selacc@10%,70,,,source,9,,0.9981240000000001,0.9979796666666666,0.9984125555555556,0.00014433333333333334,-0.00028855555555555557
source_anchor_mean,math,selacc@10%,80,,,source,9,,0.9981240000000001,0.9979796666666666,0.9984125555555556,0.00014433333333333334,-0.00028855555555555557
source_anchor_mean,math,selacc@10%,90,,,source,9,,0.9978355555555556,0.9979796666666666,0.9984125555555556,-0.00014411111111111108,-0.0005769999999999999
source_anchor_mean,math,selacc@10%,100,,,source,9,,0.9975468888888889,0.9979796666666666,0.9984125555555556,-0.0004327777777777778,-0.0008656666666666666
source_anchor_mean,math,stop_acc,10,,,source,9,,0.7740739999999999,0.7666667777777777,0.762963,0.007407222222222222,0.011111000000000001
source_anchor_mean,math,stop_acc,20,,,source,9,,0.7675926666666667,0.7648148888888888,0.7611112222222222,0.002777777777777778,0.006481444444444445
source_anchor_mean,math,stop_acc,30,,,source,9,,0.762036888888889,0.762963,0.7583334444444444,-0.0009261111111111112,0.003703444444444445
source_anchor_mean,math,stop_acc,40,,,source,9,,0.7564814444444444,0.762963,0.7583334444444444,-0.006481555555555556,-0.001852
source_anchor_mean,math,stop_acc,50,,,source,9,,0.7555555555555555,0.7648148888888888,0.7601852222222223,-0.009259333333333335,-0.004629666666666667
source_anchor_mean,math,stop_acc,60,,,source,9,,0.7564815555555556,0.7657407777777778,0.7601852222222223,-0.009259222222222224,-0.0037036666666666667
source_anchor_mean,math,stop_acc,70,,,source,9,,0.7527777777777778,0.762963,0.7564815555555555,-0.010185222222222222,-0.003703777777777778
source_anchor_mean,math,stop_acc,80,,,source,9,,0.752777888888889,0.7620371111111112,0.7574074444444444,-0.009259222222222224,-0.004629555555555556
source_anchor_mean,math,stop_acc,90,,,source,9,,0.7546297777777777,0.7611112222222222,0.7546296666666666,-0.006481444444444445,1.1111111111122223e-07
source_anchor_mean,math,stop_acc,100,,,source,9,,0.7546295555555556,0.7592593333333333,0.7537037777777778,-0.004629777777777778,0.0009257777777777776
source_anchor_mean,science,auroc,10,,,source,9,,0.7120756666666667,0.7480934444444445,0.7515114444444444,-0.036017777777777774,-0.03943577777777777
source_anchor_mean,science,auroc,20,,,source,9,,0.7311190000000001,0.7448504444444445,0.7484126666666666,-0.013731444444444444,-0.017293666666666666
source_anchor_mean,science,auroc,30,,,source,9,,0.7412546666666667,0.742266,0.746021111111111,-0.0010113333333333335,-0.004766444444444445
source_anchor_mean,science,auroc,40,,,source,9,,0.7402456666666667,0.7405729999999999,0.7442325555555556,-0.00032733333333333334,-0.003986888888888889
source_anchor_mean,science,auroc,50,,,source,9,,0.7395938888888889,0.7397794444444444,0.743269111111111,-0.0001855555555555556,-0.0036752222222222217
source_anchor_mean,science,auroc,60,,,source,9,,0.7394812222222221,0.7396832222222222,0.7429502222222222,-0.0002019999999999999,-0.003469
source_anchor_mean,science,auroc,70,,,source,9,,0.739128888888889,0.7394541111111111,0.7423712222222222,-0.0003252222222222222,-0.003242333333333333
source_anchor_mean,science,auroc,80,,,source,9,,0.7388841111111111,0.7393523333333333,0.7418016666666667,-0.0004682222222222223,-0.002917555555555556
source_anchor_mean,science,auroc,90,,,source,9,,0.7382865555555556,0.7392676666666667,0.7412728888888889,-0.000981111111111111,-0.002986333333333333
source_anchor_mean,science,auroc,100,,,source,9,,0.7375867777777778,0.7385333333333333,0.7407501111111111,-0.0009465555555555556,-0.0031633333333333335
source_anchor_mean,science,selacc@10%,10,,,source,9,,0.9205822222222222,0.9361770000000001,0.9377695555555555,-0.015594777777777779,-0.017187333333333332
source_anchor_mean,science,selacc@10%,20,,,source,9,,0.9080902222222222,0.9240853333333333,0.9255292222222222,-0.015995111111111113,-0.017439
source_anchor_mean,science,selacc@10%,30,,,source,9,,0.9203387777777778,0.9176408888888888,0.9195292222222222,0.0026978888888888894,0.0008095555555555549
source_anchor_mean,science,selacc@10%,40,,,source,9,,0.9186132222222222,0.9145283333333334,0.9171091111111112,0.004084888888888889,0.0015041111111111104
source_anchor_mean,science,selacc@10%,50,,,source,9,,0.9176519999999999,0.9140902222222222,0.9161521111111112,0.003561777777777778,0.0014998888888888883
source_anchor_mean,science,selacc@10%,60,,,source,9,,0.9180963333333333,0.9139227777777779,0.9160653333333334,0.004173555555555556,0.002031
source_anchor_mean,science,selacc@10%,70,,,source,9,,0.9175777777777778,0.9138423333333334,0.9161604444444446,0.003735444444444445,0.0014173333333333334
source_anchor_mean,science,selacc@10%,80,,,source,9,,0.9185388888888889,0.9147207777777778,0.9150132222222224,0.0038181111111111107,0.003525666666666667
source_anchor_mean,science,selacc@10%,90,,,source,9,,0.9180882222222222,0.9137534444444445,0.9137771111111113,0.004334777777777777,0.004311111111111111
source_anchor_mean,science,selacc@10%,100,,,source,9,,0.9163292222222221,0.912781888888889,0.9120076666666667,0.0035473333333333338,0.004321555555555556
source_anchor_mean,science,stop_acc,10,,,source,9,,0.630057,0.6423076666666666,0.6457406666666665,-0.012250666666666667,-0.015683666666666665
source_anchor_mean,science,stop_acc,20,,,source,9,,0.6369087777777778,0.6394444444444445,0.6395583333333332,-0.002535666666666667,-0.002649555555555555
source_anchor_mean,science,stop_acc,30,,,source,9,,0.6434756666666667,0.6355555555555557,0.6389599999999999,0.007920111111111112,0.004515666666666666
source_anchor_mean,science,stop_acc,40,,,source,9,,0.6457688888888888,0.6389315555555556,0.6401138888888889,0.006837333333333333,0.005655
source_anchor_mean,science,stop_acc,50,,,source,9,,0.6441451111111111,0.6389743333333333,0.6401566666666666,0.005170777777777778,0.003988444444444444
source_anchor_mean,science,stop_acc,60,,,source,9,,0.6413673333333334,0.6372934444444445,0.6429486666666667,0.004073888888888887,-0.0015813333333333348
source_anchor_mean,science,stop_acc,70,,,source,9,,0.6430197777777777,0.6366666666666667,0.6406694444444443,0.006353111111111111,0.002350333333333334
source_anchor_mean,science,stop_acc,80,,,source,9,,0.6402563333333333,0.6383475555555556,0.6411965555555555,0.0019087777777777775,-0.0009402222222222223
source_anchor_mean,science,stop_acc,90,,,source,9,,0.6385754444444446,0.6367093333333335,0.6406978888888888,0.001866111111111111,-0.002122444444444444
source_anchor_mean,science,stop_acc,100,,,source,9,,0.638661,0.6378204444444445,0.6429058888888889,0.0008405555555555553,-0.004244888888888889
target_anchor_mean,math,auroc,,10,,target,9,,0.8847582222222222,0.895386,0.896373,-0.010627777777777778,-0.01161477777777778
target_anchor_mean,math,auroc,,20,,target,9,,0.9175847777777779,0.9244610000000001,0.924551,-0.006876222222222222,-0.006966222222222223
target_anchor_mean,math,auroc,,30,,target,9,,0.9319837777777776,0.937504,0.938941,-0.005520222222222222,-0.006957222222222222
target_anchor_mean,math,auroc,,40,,target,9,,0.9420857777777777,0.945627,0.9477420000000001,-0.0035412222222222216,-0.005656222222222223
target_anchor_mean,math,auroc,,50,,target,9,,0.9483117777777778,0.950834,0.9527949999999998,-0.0025222222222222226,-0.004483222222222222
target_anchor_mean,math,auroc,,60,,target,9,,0.9528074444444444,0.9547839999999999,0.956348,-0.0019765555555555556,-0.0035405555555555555
target_anchor_mean,math,auroc,,70,,target,9,,0.9569782222222221,0.95826,0.959111,-0.0012817777777777777,-0.0021327777777777777
target_anchor_mean,math,auroc,,80,,target,9,,0.9596275555555555,0.9603160000000001,0.9610259999999999,-0.0006884444444444444,-0.0013984444444444443
target_anchor_mean,math,auroc,,90,,target,9,,0.9628035555555555,0.963295,0.9640689999999998,-0.0004914444444444444,-0.0012654444444444445
target_anchor_mean,math,auroc,,100,,target,9,,0.9654759999999999,0.9657839999999999,0.966757,-0.00030799999999999995,-0.001281
target_anchor_mean,math,selacc@10%,,10,,target,9,,0.9978356666666666,0.998701,0.998701,-0.0008653333333333332,-0.0008653333333333332
target_anchor_mean,math,selacc@10%,,20,,target,9,,0.998701,0.998701,0.998701,0.0,0.0
target_anchor_mean,math,selacc@10%,,30,,target,9,,0.9976912222222221,0.996104,0.997403,0.0015872222222222223,0.00028822222222222216
target_anchor_mean,math,selacc@10%,,40,,target,9,,0.996104,0.996104,0.997403,0.0,-0.001299
target_anchor_mean,math,selacc@10%,,50,,target,9,,0.997403,0.997403,0.998701,0.0,-0.001298
target_anchor_mean,math,selacc@10%,,60,,target,9,,0.998701,0.998701,0.998701,0.0,0.0
target_anchor_mean,math,selacc@10%,,70,,target,9,,0.998701,0.998701,0.998701,0.0,0.0
target_anchor_mean,math,selacc@10%,,80,,target,9,,0.9979798888888889,0.998701,0.998701,-0.0007211111111111111,-0.0007211111111111111
target_anchor_mean,math,selacc@10%,,90,,target,9,,0.998701,0.998701,0.998701,0.0,0.0
target_anchor_mean,math,selacc@10%,,100,,target,9,,0.998701,0.998701,0.998701,0.0,0.0
target_anchor_mean,math,stop_acc,,10,,target,9,,0.7250001111111112,0.733333,0.716667,-0.00833288888888889,0.008333111111111112
target_anchor_mean,math,stop_acc,,20,,target,9,,0.7287037777777778,0.75,0.733333,-0.021296222222222223,-0.004629222222222222
target_anchor_mean,math,stop_acc,,30,,target,9,,0.750000111111111,0.766667,0.758333,-0.016666888888888887,-0.00833288888888889
target_anchor_mean,math,stop_acc,,40,,target,9,,0.7574074444444445,0.766667,0.758333,-0.009259555555555556,-0.0009255555555555557
target_anchor_mean,math,stop_acc,,50,,target,9,,0.7592591111111111,0.75,0.741667,0.009259111111111112,0.01759211111111111
target_anchor_mean,math,stop_acc,,60,,target,9,,0.7555553333333334,0.741667,0.741667,0.013888333333333334,0.013888333333333334
target_anchor_mean,math,stop_acc,,70,,target,9,,0.7703705555555556,0.766667,0.775,0.0037035555555555554,-0.004629444444444445
target_anchor_mean,math,stop_acc,,80,,target,9,,0.7620367777777778,0.775,0.766667,-0.012963222222222223,-0.004630222222222221
target_anchor_mean,math,stop_acc,,90,,target,9,,0.786111,0.783333,0.791667,0.0027779999999999997,-0.005555999999999999
target_anchor_mean,math,stop_acc,,100,,target,9,,0.7925928888888889,0.8,0.8,-0.007407111111111111,-0.007407111111111111
target_anchor_mean,science,auroc,,10,,target,9,,0.6805066666666667,0.679012,0.67899,0.0014946666666666667,0.0015166666666666666
target_anchor_mean,science,auroc,,20,,target,9,,0.7029273333333335,0.708199,0.706879,-0.005271666666666667,-0.003951666666666667
target_anchor_mean,science,auroc,,30,,target,9,,0.724396,0.731459,0.728403,-0.007063000000000002,-0.004007
target_anchor_mean,science,auroc,,40,,target,9,,0.7395855555555556,0.746696,0.7445,-0.0071104444444444435,-0.004914444444444444
target_anchor_mean,science,auroc,,50,,target,9,,0.7464857777777777,0.753838,0.753171,-0.007352222222222223,-0.006685222222222221
target_anchor_mean,science,auroc,,60,,target,9,,0.7483212222222222,0.754704,0.756041,-0.006382777777777777,-0.007719777777777778
target_anchor_mean,science,auroc,,70,,target,9,,0.7509524444444445,0.756766,0.761252,-0.005813555555555555,-0.010299555555555555
target_anchor_mean,science,auroc,,80,,target,9,,0.7521427777777778,0.757682,0.766378,-0.005539222222222221,-0.014235222222222224
target_anchor_mean,science,auroc,,90,,target,9,,0.7530682222222222,0.758444,0.771137,-0.005375777777777777,-0.018068777777777777
target_anchor_mean,science,auroc,,100,,target,9,,0.7592704444444445,0.765053,0.775842,-0.005782555555555556,-0.01657155555555555
target_anchor_mean,science,selacc@10%,,10,,target,9,,0.8125686666666666,0.74995,0.749187,0.06261866666666666,0.06338166666666667
target_anchor_mean,science,selacc@10%,,20,,target,9,,0.8493951111111111,0.858775,0.85935,-0.009379888888888889,-0.00995488888888889
target_anchor_mean,science,selacc@10%,,30,,target,9,,0.9052846666666667,0.916775,0.91335,-0.011490333333333332,-0.008065333333333334
target_anchor_mean,science,selacc@10%,,40,,target,9,,0.9400361111111111,0.9447879999999999,0.9351309999999999,-0.004751888888888889,0.004905111111111112
target_anchor_mean,science,selacc@10%,,50,,target,9,,0.9425448888888889,0.948731,0.943744,-0.006186111111111111,-0.001199111111111111
target_anchor_mean,science,selacc@10%,,60,,target,9,,0.9438986666666668,0.950238,0.944525,-0.006339333333333333,-0.0006263333333333329
target_anchor_mean,science,selacc@10%,,70,,target,9,,0.9468974444444443,0.950962,0.9436690000000001,-0.004064555555555555,0.0032284444444444444
target_anchor_mean,science,selacc@10%,,80,,target,9,,0.9387167777777778,0.9430559999999999,0.953994,-0.004339222222222222,-0.015277222222222223
target_anchor_mean,science,selacc@10%,,90,,target,9,,0.9424973333333333,0.951762,0.9651190000000001,-0.009264666666666666,-0.02262166666666667
target_anchor_mean,science,selacc@10%,,100,,target,9,,0.9520672222222222,0.960506,0.9810440000000001,-0.008438777777777778,-0.02897677777777778
target_anchor_mean,science,stop_acc,,10,,target,9,,0.6386750000000001,0.601282,0.601282,0.037393,0.037393
target_anchor_mean,science,stop_acc,,20,,target,9,,0.6444158888888888,0.627051,0.656923,0.017364888888888888,-0.012507111111111113
target_anchor_mean,science,stop_acc,,30,,target,9,,0.6286037777777778,0.662051,0.662308,-0.03344722222222222,-0.03370422222222222
target_anchor_mean,science,stop_acc,,40,,target,9,,0.6233046666666667,0.631667,0.651923,-0.008362333333333333,-0.028618333333333332
target_anchor_mean,science,stop_acc,,50,,target,9,,0.6366667777777778,0.631282,0.651538,0.005384777777777778,-0.014871222222222223
target_anchor_mean,science,stop_acc,,60,,target,9,,0.638276,0.64641,0.62641,-0.008134,0.011866
target_anchor_mean,science,stop_acc,,70,,target,9,,0.64198,0.652051,0.646923,-0.010071,-0.0049429999999999995
target_anchor_mean,science,stop_acc,,80,,target,9,,0.6566382222222222,0.636923,0.642179,0.019715222222222224,0.014459222222222222
target_anchor_mean,science,stop_acc,,90,,target,9,,0.6509116666666667,0.651667,0.646667,-0.0007553333333333332,0.004244666666666666
target_anchor_mean,science,stop_acc,,100,,target,9,,0.6427633333333334,0.641667,0.626795,0.001096333333333333,0.01596833333333333
